material_id,formula,mismatch_pct,E_ads_eV,S_lattice,S_adsorption,barrier_eV,S_diffusion,score_mode,score
mp-1219226,SiNi3W2,0.67,-0.7529000043869019,0.9162,0.4496,,,pre_neb,0.6496
mp-20648,V2C,2.168,-0.7055000066757202,0.729,0.5899,,,pre_neb,0.6495
mp-9610,Li2CN2,1.391,-0.7299000024795532,0.8261,0.5165,,,pre_neb,0.6492
mp-1217201,Ti4Mn5V3,1.479,-0.7271999716758728,0.8151,0.5245,,,pre_neb,0.6491
mp-2426,LiAg,6.243,-0.4510999917984009,0.2196,0.9706,,,pre_neb,0.6487
mp-1184730,HfNi3,0.363,-0.763700008392334,0.9546,0.4193,,,pre_neb,0.6487
mp-1228001,AlV,1.06,-0.258899986743927,0.8675,0.4835,,,pre_neb,0.6481
mp-1216946,TiMnCr,0.414,-0.7626000046730042,0.9482,0.4223,,,pre_neb,0.6477
mp-1216443,V6FeNi,3.115,-0.677299976348877,0.6106,0.6751,,,pre_neb,0.6474
mp-1188069,Zr2Ni7,1.501,-0.7275999784469604,0.8124,0.5233,,,pre_neb,0.6472
mp-580744,Hf6Si7Ni16,0.635,-0.2441000044345855,0.9206,0.4411,,,pre_neb,0.6466
mp-22865,CsCl,0.37,-0.7652000188827515,0.9538,0.4151,,,pre_neb,0.646
mp-1095427,HfCoP,1.787,-0.2806000113487243,0.7766,0.5479,,,pre_neb,0.6459
mp-641575,Cr21(WC3)2,0.29,-0.2316000014543533,0.9638,0.4064,,,pre_neb,0.6452
mp-27768,Co(BW)3,2.815,-0.3118999898433685,0.6481,0.6426,,,pre_neb,0.645
mp-1193847,Hf6Al16Co7,5.882,-0.4234000146389007,0.2648,0.9293,,,pre_neb,0.6445
mp-1215479,Zr2V3Fe,2.397,-0.2978000044822693,0.7004,0.5999,,,pre_neb,0.6429
mp-1228421,Ba2Ni3N2,2.172,-0.2897000014781952,0.7285,0.5753,,,pre_neb,0.641
mp-1563,CaSi,2.164,-0.7110999822616577,0.7295,0.5729,,,pre_neb,0.64
mp-22432,Ti4Cu2O,1.286,-0.2610000073909759,0.8392,0.4897,,,pre_neb,0.6395
mp-1220335,NbMoW,1.545,-0.7310000061988831,0.8069,0.5132,,,pre_neb,0.6391
mp-722937,Zr3Zn3N,4.34,-0.3573000133037567,0.4575,0.7753,,,pre_neb,0.6391
mp-844,Ca3N2,4.385,-0.3583000004291534,0.4519,0.778,,,pre_neb,0.6383
mp-1007730,HfAl3,2.194,-0.288100004196167,0.7258,0.5705,,,pre_neb,0.637
mp-23193,KCl,0.183,-0.2214999943971634,0.9771,0.3793,,,pre_neb,0.6355
mp-31172,Ca5Ag3,0.248,-0.2236000001430511,0.969,0.3848,,,pre_neb,0.6352
mp-865604,Li5Mg,0.424,-0.2295999974012375,0.947,0.4009,,,pre_neb,0.635
mp-1332,Si3Mo5,2.924,-0.3086999952793121,0.6345,0.6329,,,pre_neb,0.6336
mp-2116,ZrMn2,0.819,-0.7580000162124634,0.8976,0.4352,,,pre_neb,0.6334
mp-570466,Li2Ca,2.889,-0.3073999881744385,0.6389,0.629,,,pre_neb,0.6332
mp-27272,Ca3PI3,2.183,-0.2854000031948089,0.7271,0.5623,,,pre_neb,0.633
mp-2614,HfAl3,0.275,-0.2225999981164932,0.9656,0.3822,,,pre_neb,0.6322
mp-1472,ZrB2,4.635,-0.6377999782562256,0.4206,0.7887,,,pre_neb,0.631
mp-1228813,AlV3,0.069,-0.2140000015497207,0.9914,0.3597,,,pre_neb,0.6304
mp-893,ZrSi,0.946,-0.7555999755859375,0.8818,0.4419,,,pre_neb,0.6304
