material_id,formula,coverage_ML,n_Li,E_clean_eV,E_ads_system_eV,E_ads_eV,status
mp-569424,Cr2B,1.0,7,-843.1900024414062,-862.156982421875,-0.9749000072479248,success
mp-569426,SrZn2,0.25,3,-72.63999938964844,-79.31800079345703,-0.4912999868392944,success
mp-569426,SrZn2,1.0,12,-72.63999938964844,-96.74500274658205,-0.2741000056266784,success
mp-569568,Ta3AlC2,0.25,1,-475.80999755859375,-477.62701416015625,-0.0825000032782554,success
mp-569568,Ta3AlC2,1.0,4,-475.80999755859375,-484.2319946289063,-0.3709000051021576,success
mp-569677,Sr2IN,0.25,1,-213.968002319336,-215.52200317382807,0.1814000010490417,success
mp-569677,Sr2IN,1.0,6,-213.968002319336,-223.8560028076172,0.0866999998688697,success
mp-569775,ZrAl3,0.25,2,-332.9960021972656,-338.0039978027344,-0.76910001039505,success
mp-569775,ZrAl3,1.0,8,-332.9960021972656,-344.4110107421875,0.3079000115394592,success
mp-569776,TaNi3,0.25,2,-962.7670288085938,-967.4849853515624,-0.6241999864578247,success
mp-569776,TaNi3,1.0,11,-962.7670288085938,-987.4920043945312,-0.5130000114440918,success
mp-569803,B2W,0.25,1,-417.18798828125,-419.4110107421875,-0.4889000058174133,success
mp-569803,B2W,1.0,3,-417.18798828125,-427.2720031738281,-1.6267000436782837,success
mp-569842,Ba3SiI2,0.25,15,-660.6500244140625,-677.0889892578125,0.638700008392334,success
mp-569842,Ba3SiI2,1.0,61,-660.6500244140625,-738.4829711914062,0.4587000012397766,success
mp-569849,Li15Si4,0.25,8,-845.7559814453125,-867.9920043945312,-1.0448999404907229,success
mp-569849,Li15Si4,1.0,32,-845.7559814453125,-909.5360107421876,-0.2585000097751617,success
mp-569989,Nb2C,0.25,6,-1893.988037109375,-1908.987060546875,-0.7652000188827515,success
mp-569989,Nb2C,1.0,27,-1893.988037109375,-1902.8740234375,1.4055999517440796,success
mp-570046,Sr3MoN4,0.25,11,-2712.281982421875,-2715.759033203125,1.4184999465942385,success
mp-570046,Sr3MoN4,1.0,45,-2712.281982421875,-2781.09912109375,0.2054000049829483,success
mp-570097,Sr(Li2P)2,0.25,1,-197.6629943847656,-198.7100067138672,0.6879000067710876,success
mp-570097,Sr(Li2P)2,1.0,7,-197.6629943847656,-198.61599731445312,1.5985000133514404,success
mp-570112,Cr3C2,0.25,3,-2248.422119140625,-2254.8798828125,-0.4180999994277954,success
mp-570112,Cr3C2,1.0,15,-2248.422119140625,-2267.89404296875,0.4365000128746032,success
mp-570166,Zr6Si7Ni16,0.25,5,-1582.4659423828125,-1595.676025390625,-0.9074000120162964,success
mp-570166,Zr6Si7Ni16,1.0,23,-1582.4659423828125,-1628.0489501953125,-0.24719999730587,success
mp-570258,Ca3(AlN2)2,0.25,5,-1361.510986328125,-1373.541015625,-0.6712999939918518,success
mp-570258,Ca3(AlN2)2,1.0,21,-1361.510986328125,-1375.85498046875,1.0515999794006348,success
mp-570276,ZrZn,0.25,1,-234.32400512695312,-236.99899291992188,-0.9408000111579896,success
mp-570276,ZrZn,1.0,5,-234.32400512695312,-246.71600341796875,-0.7437999844551086,success
mp-570287,Ta5Si3,0.25,6,-1870.8199462890625,-1884.842041015625,-0.6022999882698059,success
mp-570287,Ta5Si3,1.0,25,-1870.8199462890625,-1919.2349853515625,-0.2019000053405761,success
mp-570400,Ba7Al10,0.25,4,-212.13299560546875,-218.7559967041016,0.0789000019431114,success
mp-570400,Ba7Al10,1.0,16,-212.13299560546875,-228.8730010986328,0.6883999705314636,success
mp-570419,Zr3Al3C5,0.25,1,-691.1339721679688,-692.6199951171875,0.2492000013589859,success
mp-570419,Zr3Al3C5,1.0,4,-691.1339721679688,-698.4310302734375,-0.0895000025629997,success
mp-570457,Mg6Si7Ni16,0.25,5,-1206.510009765625,-1218.8890380859375,-0.7412999868392944,success
mp-570457,Mg6Si7Ni16,1.0,22,-1206.510009765625,-1247.8809814453125,-0.1458999961614608,success
mp-570466,Li2Ca,0.25,4,-85.23899841308594,-93.40699768066406,-0.3073999881744385,success
mp-570466,Li2Ca,1.0,16,-85.23899841308594,-115.36699676513672,-0.1483000069856643,success
mp-570483,V5Si3,0.25,5,-1534.4420166015625,-1545.531005859375,-0.4832000136375427,success
mp-570483,V5Si3,1.0,21,-1534.4420166015625,-1561.5159912109375,0.4453999996185303,success
mp-570491,TaNi3,0.25,1,-596.0910034179688,-598.5659790039062,-0.7405999898910522,success
mp-570491,TaNi3,1.0,6,-596.0910034179688,-610.1199951171875,-0.603600025177002,success
mp-570505,Ca3(AlN2)2,0.25,10,-2730.256103515625,-2757.819091796875,-1.0216000080108645,success
mp-570505,Ca3(AlN2)2,1.0,42,-2730.256103515625,-2776.56005859375,0.6322000026702881,success
mp-570557,NbCo3,0.25,2,-745.0800170898438,-750.3300170898438,-0.8903999924659729,success
mp-570557,NbCo3,1.0,9,-745.0800170898438,-767.6859741210938,-0.7771000266075134,success
mp-570608,ZrCr2,0.25,2,-868.7680053710938,-873.1719970703125,-0.4668999910354614,success
mp-570608,ZrCr2,1.0,11,-868.7680053710938,-895.8619995117188,-0.7283999919891357,success
mp-570661,Ta6Co16Si7,0.25,5,-1863.595947265625,-1872.9110107421875,-0.1283999979496002,success
mp-570661,Ta6Co16Si7,1.0,22,-1863.595947265625,-1866.0360107421875,1.6237000226974487,success
mp-570677,Ba5Al5Sn,0.25,4,-139.24400329589844,-147.01600646972656,-0.2083999961614608,success
mp-570677,Ba5Al5Sn,1.0,16,-139.24400329589844,-170.13400268554688,-0.1959999948740005,success
mp-570775,BaAu,0.25,5,-202.11599731445312,-213.18899536132807,-0.4799999892711639,success
mp-570775,BaAu,1.0,21,-202.11599731445312,-213.3990020751953,1.1972999572753906,success
mp-570777,SrSi,0.25,6,-918.97998046875,-929.926025390625,-0.0896999984979629,success
mp-570777,SrSi,1.0,24,-918.97998046875,-953.47802734375,0.2971999943256378,success
mp-570891,KBr,0.25,2,-106.0270004272461,-111.36199951171876,-0.9329000115394592,success
mp-570891,KBr,1.0,8,-106.0270004272461,-119.63800048828124,0.0333000011742115,success
mp-570935,LiI,0.25,3,-246.7910003662109,-254.83399963378903,-0.9463000297546388,success
mp-570935,LiI,1.0,14,-246.7910003662109,-268.2430114746094,0.2023999989032745,success
mp-570963,TaCr2,0.25,4,-2437.256103515625,-2447.821044921875,-0.906499981880188,success
mp-570963,TaCr2,1.0,17,-2437.256103515625,-2463.512939453125,0.1900999993085861,success
mp-571,TiNi,0.25,1,-281.0299987792969,-283.46600341796875,-0.7008000016212463,success
mp-571,TiNi,1.0,4,-281.0299987792969,-289.1470031738281,-0.2944999933242798,success
mp-571166,CaBr2,0.25,3,-285.6860046386719,-289.343994140625,0.5153999924659729,success
mp-571166,CaBr2,1.0,15,-285.6860046386719,-309.6990051269531,0.1337999999523162,success
mp-571222,CsBr,0.25,2,-74.302001953125,-79.31300354003906,-0.7706000208854675,success
mp-571222,CsBr,1.0,9,-74.302001953125,-89.18299865722656,0.0812000036239624,success
mp-571247,Al3Mo,0.25,8,-1081.18994140625,-1099.843017578125,-0.597000002861023,success
mp-571247,Al3Mo,1.0,33,-1081.18994140625,-1153.06396484375,-0.4433000087738037,success
mp-571264,Ca5Au4,0.25,7,-457.7820129394531,-470.5639953613281,-0.0913000032305717,success
mp-571264,Ca5Au4,1.0,30,-457.7820129394531,-501.3800048828125,0.2813999950885772,success
mp-571333,Ca5(SiN3)2,0.25,3,-672.2130126953125,-677.468017578125,-0.0171000007539987,success
mp-571333,Ca5(SiN3)2,1.0,14,-672.2130126953125,-695.1849975585938,0.0938000008463859,success
mp-571367,Hf(CoSi)2,0.25,1,-455.83099365234375,-457.9580078125,-0.3921999931335449,success
mp-571367,Hf(CoSi)2,1.0,6,-455.83099365234375,-468.2569885253906,-0.3364000022411346,success
mp-571428,MgNi3B2,0.25,2,-808.833984375,-813.7479858398438,-0.7228000164031982,success
mp-571428,MgNi3B2,1.0,10,-808.833984375,-830.9840087890625,-0.4803999960422516,success
mp-571642,CaCl2,0.25,6,-660.2119750976562,-686.8369750976562,-2.702699899673462,success
mp-571642,CaCl2,1.0,26,-660.2119750976562,-691.2230224609375,0.5418999791145325,success
mp-5723,ZrAlNi,0.25,2,-683.5590209960938,-689.8079833984375,-1.389799952507019,success
mp-5723,ZrAlNi,1.0,10,-683.5590209960938,-704.5960083007812,-0.3691000044345855,success
mp-573471,Li17Sn4,0.25,17,-2170.43408203125,-2203.43798828125,-0.2066999971866607,success
mp-573471,Li17Sn4,1.0,68,-2170.43408203125,-2268.759033203125,0.2887000143527984,success
mp-573523,Sr8Fe3N8,0.25,6,-1369.5250244140625,-1375.4639892578125,0.7447999715805054,success
mp-573523,Sr8Fe3N8,1.0,24,-1369.5250244140625,-1414.1920166015625,-0.1264999955892563,success
mp-573697,CsCl,0.25,2,-80.33000183105469,-86.72899627685547,-1.4651999473571775,success
mp-573697,CsCl,1.0,8,-80.33000183105469,-94.58300018310548,-0.0469999983906745,success
mp-573763,Cs2Te,0.25,8,-261.3080139160156,-272.7560119628906,0.3037000000476837,success
mp-573763,Cs2Te,1.0,34,-261.3080139160156,-219.46600341796875,2.9653000831604004,success
mp-574,Ta2Co,0.25,2,-725.7550048828125,-731.0599975585938,-0.9179999828338624,success
mp-574,Ta2Co,1.0,9,-725.7550048828125,-747.927978515625,-0.7289999723434448,success
mp-5748,HfAlNi2,0.25,1,-321.1709899902344,-323.8030090332031,-0.8978000283241272,success
mp-5748,HfAlNi2,1.0,6,-321.1709899902344,-330.1809997558594,0.2328999936580658,success
mp-5778,AlVFe2,0.25,1,-483.0499877929688,-485.4519958496094,-0.6669999957084656,success
mp-5778,AlVFe2,1.0,5,-483.0499877929688,-494.41400146484375,-0.5379999876022339,success
mp-5795,CaMg2N2,0.25,1,-208.093994140625,-209.2519989013672,0.5769000053405762,success
mp-5795,CaMg2N2,1.0,5,-208.093994140625,-217.81399536132807,-0.2092999964952469,success
mp-580744,Hf6Si7Ni16,0.25,5,-1653.0159912109375,-1666.050048828125,-0.8722000122070312,success
mp-580744,Hf6Si7Ni16,1.0,23,-1653.0159912109375,-1698.5260009765625,-0.2441000044345855,success
mp-582259,Li7VN4,0.25,4,-1491.906005859375,-1499.2540283203125,-0.1022000014781951,success
mp-582259,Li7VN4,1.0,16,-1491.906005859375,-1491.157958984375,1.7813999652862549,success
mp-583740,Zr7P4,0.25,14,-2904.5419921875,-2929.0439453125,-0.0154999997466802,success
mp-583740,Zr7P4,1.0,56,-2904.5419921875,-2987.93408203125,0.2454999983310699,success
mp-583800,Zr2Cu,0.25,6,-1327.248046875,-1340.260986328125,-0.4341000020503998,success
mp-583800,Zr2Cu,1.0,26,-1327.248046875,-1375.0579833984375,-0.1041999980807304,success
mp-585949,CaCu,0.25,3,-500.8469848632813,-508.1130065917969,-0.6872000098228455,success
mp-585949,CaCu,1.0,12,-500.8469848632813,-527.8610229492188,-0.5164999961853027,success
mp-5914,Li3BN2,0.25,4,-1647.56494140625,-1654.0179443359375,0.1216000020503997,success
mp-5914,Li3BN2,1.0,16,-1647.56494140625,-1677.135009765625,-0.1133999973535537,success
mp-5918,Hf2NiP,0.25,4,-1092.2020263671875,-1103.14404296875,-1.0006999969482422,success
mp-5918,Hf2NiP,1.0,17,-1092.2020263671875,-1129.0679931640625,-0.4338999986648559,success
mp-597,TiNi,0.25,5,-1514.970947265625,-1526.47705078125,-0.5666999816894531,success
mp-597,TiNi,1.0,23,-1514.970947265625,-1548.8399658203125,0.2621000111103058,success
mp-601820,Fe3Co,0.25,2,-627.8800048828125,-632.9320068359375,-0.791100025177002,success
mp-601820,Fe3Co,1.0,8,-627.8800048828125,-645.281005859375,-0.4404999911785126,success
mp-601842,Fe9Co7,0.25,4,-1950.5030517578125,-1960.958984375,-0.8794000148773193,success
mp-601842,Fe9Co7,1.0,16,-1950.5030517578125,-1982.72900390625,-0.2795000076293945,success
mp-601848,Fe11Co5,0.25,4,-1989.157958984375,-1998.7889404296875,-0.6729000210762024,success
mp-601848,Fe11Co5,1.0,16,-1989.157958984375,-1945.864013671875,4.440499782562256,success
mp-603347,TiNi,0.25,2,-551.5390014648438,-555.8839721679688,-0.4375,success
mp-603347,TiNi,1.0,9,-551.5390014648438,-556.7689819335938,1.153599977493286,success
mp-604884,BN,0.25,1,-284.4410095214844,-286.6440124511719,-0.4688000082969665,success
mp-604884,BN,1.0,2,-284.4410095214844,-288.35699462890625,-0.2232999950647354,success
mp-607990,Hf2Co3Si4,0.25,4,-1081.717041015625,-1091.4859619140625,-0.7074999809265137,success
mp-607990,Hf2Co3Si4,1.0,17,-1081.717041015625,-1121.0269775390625,-0.5777000188827515,success
mp-608,TiCo3,0.25,1,-589.7470092773438,-592.3070068359375,-0.8252999782562256,success
mp-608,TiCo3,1.0,6,-589.7470092773438,-599.072021484375,0.1805000007152557,success
mp-613327,Fe(BW)2,0.25,4,-1536.470947265625,-1547.322998046875,-0.9783999919891356,success
mp-613327,Fe(BW)2,1.0,16,-1536.470947265625,-1572.3919677734375,-0.5103999972343445,success
mp-614603,CsI,0.25,2,-66.06999969482422,-68.10399627685547,0.7174999713897705,success
mp-614603,CsI,1.0,10,-66.06999969482422,-80.13700103759766,0.3278999924659729,success
mp-618324,ZrCo3B2,0.25,4,-2167.467041015625,-2176.156982421875,-0.4377999901771545,success
mp-618324,ZrCo3B2,1.0,16,-2167.467041015625,-2185.705078125,0.5947999954223633,success
mp-624243,Fe6W6C,0.25,5,-2151.3759765625,-2163.27490234375,-0.6449999809265137,success
mp-624243,Fe6W6C,1.0,21,-2151.3759765625,-2194.9208984375,-0.3388999998569488,success
mp-628,Zr2Co,0.25,2,-768.0269775390625,-774.2589721679688,-1.381500005722046,success
mp-628,Zr2Co,1.0,10,-768.0269775390625,-790.0999755859375,-0.4726999998092651,success
mp-629015,BN,0.25,1,-284.4389953613281,-286.6470031738281,-0.4740000069141388,success
mp-629015,BN,1.0,2,-284.4389953613281,-288.36700439453125,-0.2296999990940094,success
mp-631,TiC,0.25,1,-283.5,-285.0660095214844,0.168500006198883,success
mp-631,TiC,1.0,3,-283.5,-289.1809997558594,-0.1589999943971634,success
mp-635393,Ca2PI,0.25,3,-187.52200317382807,-192.2220001220703,0.1680999994277954,success
mp-635393,Ca2PI,1.0,14,-187.52200317382807,-158.22000122070312,3.827699899673462,success
mp-637575,AlCr3B4,0.25,2,-1233.5240478515625,-1238.9620361328125,-0.9847999811172484,success
mp-637575,AlCr3B4,1.0,11,-1233.5240478515625,-1208.0589599609375,4.049600124359131,success
mp-640067,Ni4B3,0.25,4,-1403.927978515625,-1414.85205078125,-0.996399998664856,success
mp-640067,Ni4B3,1.0,17,-1403.927978515625,-1360.053955078125,4.315499782562256,success
mp-640158,Hf6Fe16Si7,0.25,5,-1946.2900390625,-1958.416015625,-0.690500020980835,success
mp-640158,Hf6Fe16Si7,1.0,23,-1946.2900390625,-1989.7889404296875,-0.1565999984741211,success
mp-640189,TiNi,0.25,7,-1340.22998046875,-1358.2850341796875,-0.8446000218391418,success
mp-640189,TiNi,1.0,28,-1340.22998046875,-1270.56396484375,4.222700119018555,success
mp-640340,Ca4MgAl3,0.25,17,-675.8660278320312,-643.22900390625,3.6545000076293945,success
mp-640340,Ca4MgAl3,1.0,70,-675.8660278320312,-551.3250122070312,3.513799905776977,success
mp-641573,Cr21(MoC3)2,0.25,5,-2203.028076171875,-2214.4169921875,-0.5429999828338623,success
mp-641573,Cr21(MoC3)2,1.0,20,-2203.028076171875,-2227.095947265625,0.5313000082969666,success
mp-641575,Cr21(WC3)2,0.25,5,-2233.68994140625,-2247.56591796875,-1.0405999422073364,success
mp-641575,Cr21(WC3)2,1.0,20,-2233.68994140625,-2273.01611328125,-0.2316000014543533,success
mp-642493,Hf3Al3C5,0.25,1,-726.9190063476562,-728.4660034179688,0.1877000033855438,success
mp-642493,Hf3Al3C5,1.0,4,-726.9190063476562,-723.9180297851562,2.4848999977111816,success
mp-647729,Zr14P9,0.25,7,-3096.06396484375,-3091.991943359375,2.316400051116944,success
mp-647729,Zr14P9,1.0,31,-3096.06396484375,-2952.5419921875,6.3643999099731445,success
mp-661,AlN,0.25,1,-815.9110107421875,-818.85302734375,-1.207200050354004,success
mp-661,AlN,1.0,6,-815.9110107421875,-828.8820190429688,-0.4271999895572662,success
mp-672221,Co21(B3W)2,0.25,4,-1725.89501953125,-1735.7159423828125,-0.72079998254776,success
mp-672221,Co21(B3W)2,1.0,19,-1725.89501953125,-1755.137939453125,0.1956000030040741,success
mp-672232,AlNi3,0.25,1,-348.7869873046875,-351.1600036621094,-0.6389999985694885,success
mp-672232,AlNi3,1.0,5,-348.7869873046875,-360.62200927734375,-0.6324999928474426,success
mp-672287,Li13Si4,0.25,14,-1179.08203125,-1206.35595703125,-0.2134999930858612,success
mp-672287,Li13Si4,1.0,59,-1179.08203125,-1247.2540283203125,0.579200029373169,success
mp-672677,Ti6Co16Si7,0.25,5,-1695.72705078125,-1704.5,-0.0198999997228384,success
mp-672677,Ti6Co16Si7,1.0,21,-1695.72705078125,-1703.9659423828125,1.3423999547958374,success
mp-672680,Zr6Co16Si7,0.25,5,-1719.4129638671875,-1731.821044921875,-0.746999979019165,success
mp-672680,Zr6Co16Si7,1.0,22,-1719.4129638671875,-1760.8599853515625,-0.1492999941110611,success
mp-672689,Hf6Co16Si7,0.25,5,-1799.9420166015625,-1812.572021484375,-0.7914999723434448,success
mp-672689,Hf6Co16Si7,1.0,22,-1799.9420166015625,-1842.4610595703125,-0.1979999989271164,success
mp-675,ZrW2,0.25,2,-800.7750244140625,-806.3209838867188,-1.0384000539779663,success
mp-675,ZrW2,1.0,10,-800.7750244140625,-819.4420166015625,-0.1321000009775161,success
mp-675101,Ca5NbN5,0.25,5,-1158.696044921875,-1176.9410400390625,-1.9143999814987185,success
mp-675101,Ca5NbN5,1.0,20,-1158.696044921875,-1215.4560546875,-1.1033999919891355,success
mp-675452,Ti20H2N17,0.25,2,-1471.72900390625,-1475.8990478515625,-0.3504000008106231,success
mp-675452,Ti20H2N17,1.0,11,-1471.72900390625,-1494.4119873046875,-0.3273999989032745,success
mp-675941,Li7IN2,0.25,4,-1196.77197265625,-1206.4930419921875,-0.6953999996185303,success
mp-675941,Li7IN2,1.0,19,-1196.77197265625,-1230.22998046875,-0.0262000001966953,success
mp-684024,Li2SiN2,0.25,18,-7840.7177734375,-7858.7919921875,0.7304999828338623,success
mp-684024,Li2SiN2,1.0,74,-7840.7177734375,-7842.56201171875,1.7096999883651731,success
mp-684623,Zr10C9,0.25,7,-4332.9169921875,-4342.34716796875,0.387499988079071,success
mp-684623,Zr10C9,1.0,29,-4332.9169921875,-4338.60009765625,1.538699984550476,success
mp-685145,BN,0.25,1,-666.1400146484375,-674.7890014648438,-6.91480016708374,success
mp-685145,BN,1.0,2,-666.1400146484375,-680.27001953125,-5.330399990081787,success
mp-685352,Ca2NF,0.25,5,-2191.1240234375,-2208.6650390625,-1.7734999656677246,success
mp-685352,Ca2NF,1.0,21,-2191.1240234375,-2246.510009765625,-0.9028000235557556,success
mp-686129,Li5TiN3,0.25,20,-9553.5419921875,-9598.3798828125,-0.5072000026702881,success
mp-686129,Li5TiN3,1.0,82,-9553.5419921875,-9332.0615234375,4.4355998039245605,success
mp-686208,Li5SiN3,0.25,7,-3028.169921875,-3045.718994140625,-0.7724000215530396,success
mp-686208,Li5SiN3,1.0,30,-3028.169921875,-3071.073974609375,0.304500013589859,success
mp-690794,Sr2HN,0.25,1,-279.0570068359375,-281.97900390625,-1.187199950218201,success
mp-690794,Sr2HN,1.0,5,-279.0570068359375,-289.6640014648437,-0.3867999911308288,success
mp-690799,Zr(TiH2)2,0.25,2,-971.7109985351562,-977.1599731445312,-0.9900000095367432,success
mp-690799,Zr(TiH2)2,1.0,11,-971.7109985351562,-988.3920288085938,0.218199998140335,success
mp-697075,Ti3Zn3N,0.25,5,-1280.0780029296875,-1291.123046875,-0.4744000136852264,success
mp-697075,Ti3Zn3N,1.0,23,-1280.0780029296875,-1314.2149658203125,0.2504000067710876,success
mp-697076,Ti3Zn3C,0.25,5,-1241.4300537109375,-1252.906005859375,-0.560699999332428,success
mp-697076,Ti3Zn3C,1.0,23,-1241.4300537109375,-1279.0050048828125,0.101000003516674,success
mp-7020,LiYO2,0.25,4,-951.4559936523438,-966.239990234375,-1.961400032043457,success
mp-7020,LiYO2,1.0,16,-951.4559936523438,-954.35400390625,1.553500056266785,success
mp-7032,HfMoP,0.25,2,-1015.06298828125,-1020.093994140625,-0.7807999849319458,success
mp-7032,HfMoP,1.0,10,-1015.06298828125,-1035.970947265625,-0.3560999929904938,success
mp-703492,Zr3Zn3C,0.25,6,-1315.095947265625,-1326.0560302734375,-0.091899998486042,success
mp-703492,Zr3Zn3C,1.0,26,-1315.095947265625,-1357.844970703125,0.090499997138977,success
mp-7068,Sr3(AlSi)2,0.25,2,-201.5379943847656,-204.9900054931641,0.0091000003740191,success
mp-7068,Sr3(AlSi)2,1.0,9,-201.5379943847656,-216.802001953125,0.0386999994516372,success
mp-7080,Li5(NiN)3,0.25,2,-889.5130004882812,-893.8419799804688,-0.429500013589859,success
mp-7080,Li5(NiN)3,1.0,9,-889.5130004882812,-898.4619750976562,0.7404000163078308,success
mp-7084,SrCaSi,0.25,4,-316.95098876953125,-325.12799072265625,-0.3095999956130981,success
mp-7084,SrCaSi,1.0,19,-316.95098876953125,-354.9330139160156,-0.2644000053405761,success
mp-7088,Ta2C,0.25,1,-929.5980224609376,-932.2579956054688,-0.925599992275238,success
mp-7088,Ta2C,1.0,6,-929.5980224609376,-940.8610229492188,-0.1424999982118606,success
mp-7092,TiSi,0.25,2,-458.7040100097656,-464.2130126953125,-1.0198999643325806,success
mp-7092,TiSi,1.0,9,-458.7040100097656,-479.9540100097656,-0.6263999938964844,success
mp-714851,BN,0.25,1,-339.0690002441406,-341.6080017089844,-0.8050000071525574,success
mp-714851,BN,1.0,4,-339.0690002441406,-347.6579895019531,-0.4126000106334686,success
mp-7187,TiAlNi2,0.25,1,-296.17999267578125,-298.6390075683594,-0.7239999771118164,success
mp-7187,TiAlNi2,1.0,6,-296.17999267578125,-309.39898681640625,-0.4684999883174896,success
mp-7214,Sr3CrN4,0.25,14,-3459.35009765625,-3479.35009765625,0.3061000108718872,success
mp-7214,Sr3CrN4,1.0,58,-3459.35009765625,-3488.4169921875,1.2335000038146973,success
mp-722294,Nb3Zn3N,0.25,6,-1441.2039794921875,-1455.1929931640625,-0.5968000292778015,success
mp-722294,Nb3Zn3N,1.0,24,-1441.2039794921875,-1463.1600341796875,0.8198999762535095,success
mp-7226,V3Ni,0.25,2,-1042.7249755859375,-1047.6309814453125,-0.718500018119812,success
mp-7226,V3Ni,1.0,10,-1042.7249755859375,-1045.498046875,1.4573999643325806,success
mp-722912,Hf3Zn3C,0.25,6,-1444.260009765625,-1454.678955078125,-0.00179999996908,success
mp-722912,Hf3Zn3C,1.0,25,-1444.260009765625,-1487.866943359375,-0.0096000004559755,success
mp-722913,Hf3Zn3N,0.25,6,-1482.8819580078125,-1493.48095703125,-0.031700000166893,success
mp-722913,Hf3Zn3N,1.0,25,-1482.8819580078125,-1526.927001953125,-0.0271000005304813,success
mp-722937,Zr3Zn3N,0.25,6,-1358.572021484375,-1371.1240234375,-0.3573000133037567,success
mp-722937,Zr3Zn3N,1.0,26,-1358.572021484375,-1385.2989501953125,0.7067000269889832,success
mp-723,Cr23C6,0.25,4,-2180.85791015625,-2192.095947265625,-1.0750000476837158,success
mp-723,Cr23C6,1.0,19,-2180.85791015625,-2201.385986328125,0.65420001745224,success
mp-723352,Li2S,0.25,1,-1582.291015625,-1587.884033203125,-3.858099937438965,success
mp-723352,Li2S,1.0,6,-1582.291015625,-1595.5770263671875,-0.4796999990940094,success
mp-726865,KI,0.25,5,-179.11599731445312,-183.58799743652344,0.8402000069618225,success
mp-726865,KI,1.0,21,-179.11599731445312,-209.79800415039065,0.2736000120639801,success
mp-7285,HfNi3,0.25,2,-1021.2680053710938,-1026.14794921875,-0.7056999802589417,success
mp-7285,HfNi3,1.0,10,-1021.2680053710938,-1043.4139404296875,-0.4799999892711639,success
mp-729,Cr3Si,0.25,2,-1091.302001953125,-1094.613037109375,0.0790999978780746,success
mp-729,Cr3Si,1.0,10,-1091.302001953125,-1111.281982421875,-0.263399988412857,success
mp-7353,Hf3Cu8,0.25,7,-2024.68505859375,-2042.217041015625,-0.7699000239372253,success
mp-7353,Hf3Cu8,1.0,31,-2024.68505859375,-2082.321044921875,-0.1246000006794929,success
mp-736,Li3P,0.25,1,-209.9770050048828,-211.22000122070312,0.4921000003814697,success
mp-736,Li3P,1.0,7,-209.9770050048828,-221.9750061035156,0.0207000002264976,success
mp-742,Ti2Cu,0.25,1,-541.3629760742188,-543.9169921875,-0.8194000124931335,success
mp-742,Ti2Cu,1.0,7,-541.3629760742188,-557.448974609375,-0.5634999871253967,success
mp-746,Sr5Si3,0.25,6,-428.1799926757813,-438.9469909667969,-0.0597999989986419,success
mp-746,Sr5Si3,1.0,26,-428.1799926757813,-479.06201171875,-0.2223999947309494,success
mp-752419,SrCaI4,0.25,14,-658.9730224609375,-695.947998046875,-0.9064000248908995,success
mp-752419,SrCaI4,1.0,57,-658.9730224609375,-736.5390014648438,0.3738000094890594,success
mp-752424,Ba4Br6O,0.25,13,-811.2269897460938,-835.06201171875,-0.0988000035285949,success
mp-752424,Ba4Br6O,1.0,52,-811.2269897460938,-864.801025390625,0.7044000029563904,success
mp-7535,Li5AlO4,0.25,3,-894.5269775390625,-909.739990234375,-3.3362998962402344,success
mp-7535,Li5AlO4,1.0,14,-894.5269775390625,-942.6589965820312,-1.7032999992370603,success
mp-754128,Ba3Hf2O7,0.25,5,-1218.9139404296875,-1236.7919921875,-1.841099977493286,success
mp-754128,Ba3Hf2O7,1.0,23,-1218.9139404296875,-1223.2889404296875,1.544399976730347,success
mp-754282,SrO,0.25,1,-186.3350067138672,-192.3580017089844,-4.28849983215332,success
mp-754282,SrO,1.0,5,-186.3350067138672,-207.22000122070312,-2.442399978637696,success
mp-754730,SrCaI4,0.25,15,-644.3779907226562,-672.4229736328125,-0.135000005364418,success
mp-754730,SrCaI4,1.0,60,-644.3779907226562,-738.739990234375,0.1618999987840652,success
mp-754824,SrO,0.25,2,-585.6599731445312,-591.760986328125,-1.315400004386902,success
mp-754824,SrO,1.0,9,-585.6599731445312,-602.468994140625,-0.1330000013113021,success
mp-754853,CaHfO3,0.25,5,-2117.60498046875,-2126.662109375,-0.0767000019550323,success
mp-754853,CaHfO3,1.0,23,-2117.60498046875,-2152.6201171875,0.2123000025749206,success
mp-754885,SrCaI4,0.25,7,-333.1080017089844,-347.95001220703125,-0.385699987411499,success
mp-754885,SrCaI4,1.0,28,-333.1080017089844,-377.91400146484375,0.1343999952077865,success
mp-755061,SrCaI4,0.25,8,-326.302001953125,-349.2099914550781,-1.1288000345230105,success
mp-755061,SrCaI4,1.0,32,-326.302001953125,-360.4939880371094,0.6661999821662903,success
mp-755352,Li2HfO3,0.25,2,-1108.5040283203125,-1113.3280029296875,-0.6771000027656555,success
mp-755352,Li2HfO3,1.0,11,-1108.5040283203125,-1124.0469970703125,0.3215999901294708,success
mp-755894,Li2O,0.25,3,-1152.6259765625,-1158.3990478515625,-0.1897000074386596,success
mp-755894,Li2O,1.0,15,-1152.6259765625,-1176.6309814453125,0.1343999952077865,success
mp-755895,Ba3Zr2O7,0.25,5,-1174.2559814453125,-1184.677978515625,-0.3497999906539917,success
mp-755895,Ba3Zr2O7,1.0,23,-1174.2559814453125,-1171.5179443359375,1.853700041770935,success
mp-755980,SrCaI4,0.25,6,-333.47900390625,-345.4949951171875,-0.2680000066757202,success
